point	county_name	state_name
28.704822725163282, -82.08099545909275	Sumter County	Florida
31.52919729331264, -84.62450814873692	Calhoun County	Georgia
30.710089600931532, -82.89393538711832	Echols County	Georgia
33.57878437945388, -83.16665485044315	Greene County	Georgia
34.12778283141322, -83.20903612445707	Madison County	Georgia
33.55504906017131, -83.85018657975205	Newton County	Georgia
38.18719263892083, -85.65910705856359	Jefferson County	Kentucky
37.54579806247759, -85.69791423031187	Larue County	Kentucky
38.531499731264546, -83.37812927847585	Lewis County	Kentucky
38.33559907010675, -84.01533016017449	Nicholas County	Kentucky
30.845108232323184, -91.04549023796602	East Feliciana Parish	Louisiana
32.60161940592575, -92.66488698372538	Lincoln Parish	Louisiana
29.38066477944433, -89.48191883160578	Plaquemines Parish	Louisiana
32.78853693297651, -91.4567598739462	West Carroll Parish	Louisiana
44.56288670595299, -68.36820796435153	Hancock County	Maine
42.17098049097752, -71.18382883152881	Norfolk County	Massachusetts
45.5024977179782, -85.37325024584942	Charlevoix County	Michigan
46.32817841679849, -84.52936795755488	Chippewa County	Michigan
45.27324288246852, -93.24646867753027	Anoka County	Minnesota
46.592379757884714, -92.67705131222992	Carlton County	Minnesota
45.93404728236591, -96.01218286688973	Grant County	Minnesota
44.64850675047789, -93.53589196428025	Scott County	Minnesota
44.28429479433332, -92.23025470208349	Wabasha County	Minnesota
31.550215886766026, -90.1069712222379	Lawrence County	Mississippi
34.61828758772096, -88.52009560421804	Prentiss County	Mississippi
34.65032557167051, -89.94477982296702	Tate County	Mississippi
40.19056217927876, -92.60071892900886	Adair County	Missouri
35.2399170076793, -87.78801331074777	Wayne County	Tennessee
28.893524931893204, -98.5271324226803	Atascosa County	Texas
33.17987566771639, -101.29842404676744	Garza County	Texas
33.17823139370579, -99.7303001075173	Haskell County	Texas
31.54546406030695, -96.58052979411514	Limestone County	Texas
30.705740000964592, -98.68409743627306	Llano County	Texas
31.849192113189492, -103.5798991175834	Loving County	Texas
35.40127578782004, -101.8940049801045	Potter County	Texas
31.792408982766432, -94.14501739063117	Shelby County	Texas
32.77192341917171, -97.29113116285042	Tarrant County	Texas
32.301472138567156, -99.89012227309989	Taylor County	Texas
44.46475935266901, -72.1021132319639	Caledonia County	Vermont
37.26661544208872, -82.03601435132502	Buchanan County	Virginia
39.20461145006542, -78.26255916248067	Frederick County	Virginia
37.30078436896897, -75.92854183126542	Northampton County	Virginia
36.843740425698435, -81.53696670580166	Smyth County	Virginia
46.929626898207374, -122.83229392677487	Thurston County	Washington
44.319150403831685, -90.80516778806472	Jackson County	Wisconsin
43.92460485898813, -90.11379163802633	Juneau County	Wisconsin
44.58291632108354, -92.00155006409672	Pepin County	Wisconsin
43.59386191917384, -90.83438235541682	Vernon County	Wisconsin
18.43369344040823, -66.67496912678904	Arecibo Municipio	Puerto Rico
18.368664221134583, -65.71215322011489	Luquillo Municipio	Puerto Rico
18.32758198031114, -64.73771540892258	St. John Island	United States Virgin Islands
33.35963259779984, -82.07354802696163	Richmond County	Georgia
32.04574829786834, -82.05817604909606	Tattnall County	Georgia
23.718640772597926, -164.7367413071669	Honolulu County	Hawaii
42.28388099316803, -113.60008815654224	Cassia County	Idaho
43.8201323528642, -112.31130250638992	Jefferson County	Idaho
44.9432516538122, -113.93325187061971	Lemhi County	Idaho
40.12453615220267, -89.36752085140125	Logan County	Illinois
41.205344951207344, -90.74139386581031	Mercer County	Illinois
39.6400558710307, -85.17872499135665	Fayette County	Indiana
40.5158446064077, -85.65472589336922	Grant County	Indiana
41.61671809186078, -86.28985771851593	St. Joseph County	Indiana
41.643867796000336, -85.00076504633375	Steuben County	Indiana
40.74316650070857, -92.86860983608881	Appanoose County	Iowa
40.739144029711476, -95.15017495744364	Page County	Iowa
39.78808075425389, -95.14679458115879	Doniphan County	Kansas
37.191396092686354, -101.79925213742469	Morton County	Kansas
38.783806496463555, -97.64993073474295	Saline County	Kansas
39.78515628671827, -98.78547291682855	Smith County	Kansas
37.19231805690852, -101.31204700540584	Stevens County	Kansas
38.00391344318209, -84.9910072078076	Anderson County	Kentucky
31.35875758191723, -82.21274239399168	Pierce County	Georgia
33.78155703014626, -83.7338468862853	Walton County	Georgia
42.35587580994853, -114.66714853149908	Twin Falls County	Idaho
40.89155797448688, -88.55771588252946	Livingston County	Illinois
40.48358549300836, -86.1169306611808	Howard County	Indiana
38.785767380827025, -85.43857194037592	Jefferson County	Indiana
40.769503876863695, -86.04502299110176	Miami County	Indiana
42.862596118141134, -91.84432447936746	Fayette County	Iowa
43.20413025456201, -94.20672002484932	Kossuth County	Iowa
40.641982218402056, -91.47926449046331	Lee County	Iowa
42.38626042224482, -95.10539449172616	Sac County	Iowa
38.916095664160004, -100.48290476681375	Gove County	Kansas
37.191605020274, -98.0754956414262	Harper County	Kansas
38.68742920744715, -96.64984961135795	Morris County	Kansas
37.558485410896395, -95.30679243231707	Neosho County	Kansas
38.646978525659925, -94.35481632362024	Cass County	Missouri
36.969571628052115, -93.18885389246259	Christian County	Missouri
37.10635115917272, -93.83293627198898	Lawrence County	Missouri
38.64065879284342, -90.44344051907424	St. Louis County	Missouri
46.25270889960292, -105.57171093760202	Custer County	Montana
48.25917315135952, -107.91324608959005	Phillips County	Montana
41.914357154959006, -98.99138523845589	Garfield County	Nebraska
41.2200385986927, -98.51709473860073	Howard County	Nebraska
40.13154274151557, -96.23705494256735	Pawnee County	Nebraska
41.1868969570991, -97.56842104072923	Polk County	Nebraska
37.64333852372472, -114.87754000256835	Lincoln County	Nevada
39.02063492604972, -119.18899668730587	Lyon County	Nevada
43.36127448544182, -72.22222913045145	Sullivan County	New Hampshire
34.863340552352675, -104.79063113388173	Guadalupe County	New Mexico
31.914161417577464, -108.71497688289648	Hidalgo County	New Mexico
32.1822155357537, -107.7497719797498	Luna County	New Mexico
42.902281500310494, -74.43968257152129	Montgomery County	New York
41.402191882060954, -74.30557798603414	Orange County	New York
36.36729950686171, -75.93694912289749	Currituck County	North Carolina
35.929092940573646, -80.54447603726284	Davie County	North Carolina
36.39601258181104, -79.774987086894	Rockingham County	North Carolina
46.111784742772834, -99.44119223148326	McIntosh County	North Dakota
47.11527517786963, -101.34030816810592	Oliver County	North Dakota
48.26894291437897, -98.72010495843712	Ramsey County	North Dakota
39.4149377315247, -83.80839986141734	Clinton County	Ohio
39.42770085144814, -84.16675247160849	Warren County	Ohio
35.88393408390813, -94.65873909268915	Adair County	Oklahoma
36.07728966400957, -96.97563581052154	Payne County	Oklahoma
34.37285264233117, -98.92424218434209	Tillman County	Oklahoma
45.943781241293294, -123.08825571121761	Columbia County	Oregon
40.91818622689235, -75.70884164178001	Carbon County	Pennsylvania
40.612700728303935, -75.59236952490515	Lehigh County	Pennsylvania
45.5897230392496, -98.35161184159962	Brown County	South Dakota
36.1490483075043, -87.35665515175084	Dickson County	Tennessee
35.996611418385875, -88.93262504885512	Gibson County	Tennessee
35.18424653819399, -89.89406205157215	Shelby County	Tennessee
35.89383828730904, -86.89865378167111	Williamson County	Tennessee
28.41739327669343, -97.74119008691564	Bee County	Texas
31.774262325419848, -98.99979431322396	Brown County	Texas
31.836954928610506, -95.16518321265677	Cherokee County	Texas
30.722982988497247, -101.41214782529654	Crockett County	Texas
29.98263290919359, -100.30474164199521	Edwards County	Texas
26.39672851652425, -98.18108731902959	Hidalgo County	Texas
31.366192122736205, -101.52300853555825	Reagan County	Texas
28.79635176314907, -96.97152512400055	Victoria County	Texas
36.76474959761942, -77.859030086766	Brunswick County	Virginia
37.20536038167096, -79.09651057570942	Campbell County	Virginia
37.314256529377296, -80.70293682984793	Giles County	Virginia
36.67585598908763, -77.55959274652693	Greensville County	Virginia
37.17429062705849, -80.38721560579101	Montgomery County	Virginia
37.06356104564352, -80.71438568616985	Pulaski County	Virginia
36.724451797698855, -81.95983840901808	Washington County	Virginia
38.7709627186614, -77.44297043483661	Manassas Park city	Virginia
39.307616090404615, -77.86273646177517	Jefferson County	West Virginia
38.29170156242834, -80.79932824923546	Nicholas County	West Virginia
43.96953983925368, -89.7703978332018	Adams County	Wisconsin
44.50599418174152, -87.30725329233269	Kewaunee County	Wisconsin
44.526715142797606, -107.9951988093008	Big Horn County	Wyoming
-11.054387053900381, -171.07492968789833	Swains Island	American Samoa
18.102923148030772, -66.14950233375407	Cayey Municipio	Puerto Rico
18.13320834757518, -65.7877938375146	Humacao Municipio	Puerto Rico
17.979100408067243, -67.04285578189985	Lajas Municipio	Puerto Rico
18.268677600859178, -66.86677963635591	Lares Municipio	Puerto Rico
18.463048193971943, -66.92626615368779	Quebradillas Municipio	Puerto Rico
18.33631154994295, -65.9991249446613	Trujillo Alto Municipio	Puerto Rico
37.624360232103214, -84.86681977055035	Boyle County	Kentucky
30.229293603952563, -93.35800495254686	Calcasieu Parish	Louisiana
30.85335823241428, -90.0405290856394	Washington Parish	Louisiana
44.974156545901366, -70.44407379415553	Franklin County	Maine
42.34868982078962, -70.98560534381612	Suffolk County	Massachusetts
45.69913591764842, -93.99882973650148	Benton County	Minnesota
43.674362196868735, -94.55107036727352	Martin County	Minnesota
31.97369273392228, -90.91181396700908	Claiborne County	Mississippi
33.47290953983687, -88.44331347266649	Lowndes County	Mississippi
30.78995160822839, -89.11771036399459	Stone County	Mississippi
39.983510854851474, -94.80205996240458	Andrew County	Missouri
37.50230058330267, -94.34711087553677	Barton County	Missouri
31.570833962926486, -87.36543753236653	Monroe County	Alabama
57.17977573735166, -135.30496507505634	Sitka City and Borough	Alaska
36.3410705208237, -93.53816043794146	Carroll County	Arkansas
34.26829807317487, -91.93037037730494	Jefferson County	Arkansas
34.427487794650105, -90.84881861014603	Phillips County	Arkansas
37.650511137535844, -121.91804311045101	Alameda County	California
37.668995689240454, -106.92409470776789	Mineral County	Colorado
28.300318105903056, -80.70120896036943	Brevard County	Florida
26.100367926652954, -81.44454710688296	Collier County	Florida
30.91494671950943, -82.70623693565145	Clinch County	Georgia
32.71450165211363, -83.98634262382254	Crawford County	Georgia
33.22927991451369, -82.61070253990778	Glascock County	Georgia
33.02513323529822, -83.5605242904696	Jones County	Georgia
31.802708377685278, -85.94090806086461	Pike County	Alabama
33.71573031141292, -86.3145954279402	St. Clair County	Alabama
33.24163150384784, -93.60701164732241	Lafayette County	Arkansas
33.312450690048514, -93.8920784518967	Miller County	Arkansas
37.95508562217179, -103.0717045311691	Bent County	Colorado
40.7246688601721, -103.1100958093388	Logan County	Colorado
30.406034593081575, -85.1972073346318	Calhoun County	Florida
27.186302025031306, -81.8094435553688	DeSoto County	Florida
27.475490889825902, -82.39285422325905	Manatee County	Florida
32.01322440562621, -81.44247193823048	Bryan County	Georgia
33.5441209634169, -82.2640965488278	Columbia County	Georgia
31.322832762341324, -84.90364327840689	Early County	Georgia
33.41391432022658, -84.49428442096739	Fayette County	Georgia
33.297028427296716, -85.12827040246408	Heard County	Georgia
31.752585866071342, -81.74576519479298	Long County	Georgia
32.35350922402925, -84.52459228106895	Marion County	Georgia
36.621101217899216, -88.2722011829736	Calloway County	Kentucky
37.35276057200878, -88.0972629162146	Crittenden County	Kentucky
37.208840076384405, -86.238620219977	Edmonson County	Kentucky
36.723138019947484, -88.65120575342586	Graves County	Kentucky
37.84152486610641, -86.77792895808714	Hancock County	Kentucky
37.96979875054748, -86.21715461553887	Meade County	Kentucky
29.90237638970249, -91.0607476151294	Assumption Parish	Louisiana
39.562420412848084, -75.94810694454203	Cecil County	Maryland
38.215862431257484, -76.52906073116984	St. Mary's County	Maryland
38.080065982927515, -75.853470737976	Somerset County	Maryland
30.393779796529838, -89.47456211612186	Hancock County	Mississippi
32.26670177630004, -90.44282107775277	Hinds County	Mississippi
30.46288760384844, -88.6228416147976	Jackson County	Mississippi
32.40428620569996, -88.66254166497488	Lauderdale County	Mississippi
38.29484929490092, -93.2879464511861	Benton County	Missouri
39.4269815711264, -93.50517589074059	Carroll County	Missouri
36.94127222255355, -90.96231048668866	Carter County	Missouri
38.72828954178108, -93.28509641093311	Pettis County	Missouri
39.440167527570466, -92.49707788318543	Randolph County	Missouri
37.053029014594664, -89.56856519308923	Scott County	Missouri
47.88058385741848, -110.43522394559648	Chouteau County	Montana
47.787878256132906, -104.5613583510478	Richland County	Montana
41.226077421107405, -97.13176867858922	Butler County	Nebraska
40.17623527185468, -101.68796145819857	Dundy County	Nebraska
41.19879485020122, -101.66139619105532	Keith County	Nebraska
40.38765489967738, -95.84981646205976	Nemaha County	Nebraska
40.511113115674455, -99.4145428787788	Phelps County	Nebraska
42.487727326816774, -103.75887969080591	Sioux County	Nebraska
43.94066621226349, -71.82071964708052	Grafton County	New Hampshire
40.56350660889942, -74.61633691965395	Somerset County	New Jersey
43.3091611172893, -77.68017837270477	Monroe County	New York
36.491541567615506, -81.12701609782123	Alleghany County	North Carolina
35.29434870878613, -81.1802414037296	Gaston County	North Carolina
35.23877248794612, -77.6412498405275	Lenoir County	North Carolina
48.06939702005409, -99.36601317819274	Benson County	North Dakota
48.791018156668216, -102.51816056970854	Burke County	North Dakota
43.23937802971349, -103.5275408942208	Fall River County	South Dakota
